FECHA_ANOTACION;VALOR;DESTINO_ECONOMICO;AREA_TERRENO;AREA_CONSTRUIDA;AVALUO; HAB; BAÑOS; LOCAL; PISOS;MAX_PUNT;POINT_X;POINT_Y;Latitud;Longitud;Latitud.1;Longitud.1;UTM waypoint Garmin;DISTANCIA - CBD (San Pio) metros;Estrato/Hacienda
2021-05-07 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-03-05 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-02-25 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2021-07-19 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-09-06 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2022-04-21 00:00:00;308757600;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-02-25 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-02-04 00:00:00;337359402;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-03-02 00:00:00;344622298;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2022-03-11 00:00:00;359869500;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-05-07 00:00:00;357594519;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2021-01-27 00:00:00;348103332;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-03-17 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-07-16 00:00:00;370665585;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-01-07 00:00:00;365293620;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-03-02 00:00:00;348103332;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2022-06-14 00:00:00;305628300;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-05-11 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-11-16 00:00:00;329301454;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-03-19 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-05-07 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2022-05-26 00:00:00;328054950;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-02-04 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2021-07-16 00:00:00;315157070;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2022-11-24 00:00:00;396377999;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-03-02 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-01-07 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-02-09 00:00:00;338433795;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-03-02 00:00:00;339826469;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-03-11 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-11-29 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-03-26 00:00:00;314698751;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-10-06 00:00:00;370665585;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2022-07-26 00:00:00;329619600;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-01-07 00:00:00;347619855;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-03-02 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-02-25 00:00:00;328837209;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2021-10-13 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-05-06 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2022-11-04 00:00:00;319271528;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-03-03 00:00:00;348103332;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-08-04 00:00:00;343483442;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-01-12 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-02-04 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2021-05-20 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-05-07 00:00:00;314797149;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-08-02 00:00:00;347028939;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-11-26 00:00:00;322369094;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-07-16 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-12-24 00:00:00;359921655;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-04-09 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2022-07-11 00:00:00;308757600;A;000000000007;000085;201546000;3;2;0;1;88;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-01-12 00:00:00;316945935;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-06-24 00:00:00;370665585;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-04-22 00:00:00;366765538;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-07-16 00:00:00;367442406;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-03-16 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2022-01-20 00:00:00;331573326;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-05-07 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2021-07-21 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-02-25 00:00:00;314797149;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-12-17 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-02-11 00:00:00;343805760;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-11-23 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-03-31 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-12-24 00:00:00;392153444;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-11-04 00:00:00;305605525;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-02-11 00:00:00;313204162;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-03-02 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-06-10 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-07-16 00:00:00;315871542;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-06-10 00:00:00;315764148;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2021-05-06 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-01-27 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-09-13 00:00:00;354549690;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-02-11 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-04-12 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-03-02 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-04-20 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-03-11 00:00:00;370665585;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2022-10-07 00:00:00;308757600;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-03-16 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-10-15 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-04-15 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-03-23 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-02-04 00:00:00;348103332;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2022-03-09 00:00:00;385946999;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-08-12 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2022-06-14 00:00:00;312930000;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2022-05-03 00:00:00;213835672;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2021-10-04 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-05-07 00:00:00;354549690;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-02-09 00:00:00;330231912;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-12-24 00:00:00;365293620;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2021-09-06 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-10-15 00:00:00;313738211;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-02-09 00:00:00;423132224;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2022-06-09 00:00:00;216130319;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2021-12-28 00:00:00;311573970;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-03-02 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-12-07 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2022-07-22 00:00:00;329619600;A;000000000007;000085;140953000;3;2;0;1;81;1373243.0499;10794708.4022;7.1218986698482265;-73.11615958275213;"-7º -7' -18,835"" S";"73º 6' 58,174"" W";17 N 1373243 10794708;727.317057394;4
2021-03-02 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373253.2943;10794714.3933;7.121950773303922;-73.11606676773386;"-7º -7' -19,023"" S";"73º 6' 57,84"" W";17 N 1373253 10794714;721.413843037;4
2021-02-19 00:00:00;315388065;A;000000000007;000085;140953000;3;2;0;1;81;1373264.0925;10794720.6721;7.1220053692713226;-73.11596894081025;"-7º -7' -19,219"" S";"73º 6' 57,488"" W";17 N 1373264 10794721;715.333226174;4
2021-06-10 00:00:00;339508188;A;000000000007;000085;140953000;3;2;0;1;81;1373280.0739;10794708.6491;7.121895186389785;-73.11582743952815;"-7º -7' -18,823"" S";"73º 6' 56,979"" W";17 N 1373280 10794709;695.440534545;4
2022-06-14 00:00:00;304848061;A;000000000007;000085;140953000;3;2;0;1;81;1373272.6948;10794704.7567;7.12186144625385;-73.11589422953175;"-7º -7' -18,701"" S";"73º 6' 57,219"" W";17 N 1373273 10794705;699.802060468;4
2021-09-21 00:00:00;318020328;A;000000000007;000085;140953000;3;2;0;1;81;1373266.6511;10794700.7111;7.121826128015276;-73.11594906459712;"-7º -7' -18,574"" S";"73º 6' 57,417"" W";17 N 1373267 10794701;703.000668197;4
2022-01-07 00:00:00;304898373;A;000000000007;000085;140953000;3;2;0;1;81;1373259.2967;10794696.485;7.121789394137136;-73.11601568443211;"-7º -7' -18,442"" S";"73º 6' 57,656"" W";17 N 1373259 10794696;707.314609343;4
2021-02-11 00:00:00;323566476;A;000000000007;000085;140953000;3;2;0;1;81;1373253.0415;10794692.4277;7.1217540035693;-73.11607241844541;"-7º -7' -18,314"" S";"73º 6' 57,861"" W";17 N 1373253 10794692;710.820301567;4
2021-05-07 00:00:00;314797149;A;000000000007;000085;140953000;3;2;0;1;81;1373245.5256;10794688.1391;7.121716734503111;-73.11614049655356;"-7º -7' -18,18"" S";"73º 6' 58,106"" W";17 N 1373246 10794688;715.388917286;4
2022-12-01 00:00:00;333792000;A;000000000142;000228;328371000;4;3;4;3;48;1373624.7311;10795036.759;7.124781947672972;-73.11268531162048;"-7º -7' -29,215"" S";"73º 6' 45,667"" W";17 N 1373625 10795037;730.611261909;4
2022-02-10 00:00:00;271206000;A;000000000026;000095;87676000;3;3;0;3;55;1373216.1989;10794119.9479;7.1166303288793005;-73.1164910312954;"-7º -6' -59,869"" S";"73º 6' 59,368"" W";17 N 1373216 10794120;699.44234302;0
2022-09-01 00:00:00;151249500;A;000000000083;000116;147392000;4;2;0;2;49;1373861.2646;10795472.5269;7.128649889956996;-73.11049640694137;"-7º -7' -43,14"" S";"73º 6' 37,787"" W";17 N 1373861 10795473;1121.759812;3
2022-10-14 00:00:00;83448000;A;000000000014;000022;34314000;1;1;0;0;60;1373909.9708;10794894.2517;7.123461198036995;-73.11014869693389;"-7º -7' -24,46"" S";"73º 6' 36,535"" W";17 N 1373910 10794894;544.416865866;0
